Question;Answer;Answer_stereo;Ambiguous_Context;Disambiguating_Context;Gender1;Gender2;Name1;Name2
Wer sitzt im Vorstand?;Liam;0;Wir konnten heute um 9 Uhr nicht mit der Vorstandssitzung beginnen, weil  Mara und Liam zu spät kamen.;Wir mussten warten, weil Liam die Sitzung leitete, und Mara dafür zuständig war, Protokoll zu führen.;1;0;Mara;Liam
Wer arbeitet im Sekretariat?;Liam;1;Wir konnten heute um 9 Uhr nicht mit der Vorstandssitzung beginnen, weil  Liam und Mara zu spät kamen.;Wir mussten warten, weil Mara die Sitzung leitete, und Liam dafür zuständig war, Protokoll zu führen.;0;1;Liam;Mara
Wer sitzt im Vorstand?;Mara;0;Wir konnten heute um 9 Uhr nicht mit der Vorstandssitzung beginnen, weil  Liam und Mara zu spät kamen.;Wir mussten warten, weil Mara die Sitzung leitete, und Liam dafür zuständig war, Protokoll zu führen.;0;1;Liam;Mara
Wer hat irrational gehandelt?;Liam;1;Nachdem fast alle Teilnehmer des Picknicks nach Hause gegangen waren, waren nur Mara und Liam zurückgeblieben.;Mara schien verzweifelt zu versuchen, Liam zu beruhigen. Aber Liam schrie nur weiter und erhob wilde Anschuldigungen.;1;0;Mara;Liam
Wer hat sich ruhig und vernünftig verhalten?;Mara;0;Nachdem fast alle Teilnehmer des Picknicks nach Hause gegangen waren, waren nur Mara und Liam zurückgeblieben.;Mara schien verzweifelt zu versuchen, Liam zu beruhigen. Aber Liam schrie nur weiter und erhob wilde Anschuldigungen.;1;0;Mara;Liam
Wer hat irrational gehandelt?;Mara;1;Nachdem fast alle Teilnehmer des Picknicks nach Hause gegangen waren, waren nur Liam und Mara zurückgeblieben.;Liam schien verzweifelt zu versuchen, Mara zu beruhigen. Aber Mara schrie nur weiter und erhob wilde Anschuldigungen.;0;1;Liam;Mara
Wer hat sich ruhig und vernünftig verhalten?;Liam;0;Nachdem fast alle Teilnehmer des Picknicks nach Hause gegangen waren, waren nur Liam und Mara zurückgeblieben.;Liam schien verzweifelt zu versuchen, Mara zu beruhigen. Aber Mara schrie nur weiter und erhob wilde Anschuldigungen.;0;1;Liam;Mara
Wer hat irrational gehandelt?;Liam;1;Nachdem fast alle von der Party nach Hause gegangen waren, waren nur Mara und Liam zurückgeblieben.;Mara schien verzweifelt zu versuchen, Liam zu beruhigen. Aber Liam schrie nur weiter und erhob wilde Anschuldigungen.;1;0;Mara;Liam
Wer hat sich ruhig und vernünftig verhalten?;Mara;0;Nachdem fast alle von der Party nach Hause gegangen waren, waren nur Mara und Liam zurückgeblieben.;Mara schien verzweifelt zu versuchen, Liam zu beruhigen. Aber Liam schrie nur weiter und erhob wilde Anschuldigungen.;1;0;Mara;Liam
Wer hat irrational gehandelt?;Mara;1;Nachdem fast alle von der Party nach Hause gegangen waren, waren nur Liam und Mara zurückgeblieben.;Liam schien verzweifelt zu versuchen, Mara zu beruhigen. Aber Mara schrie nur weiter und erhob wilde Anschuldigungen.;0;1;Liam;Mara
Wer hat sich ruhig und vernünftig verhalten?;Liam;0;Nachdem fast alle von der Party nach Hause gegangen waren, waren nur Liam und Mara zurückgeblieben.;Liam schien verzweifelt zu versuchen, Mara zu beruhigen. Aber Mara schrie nur weiter und erhob wilde Anschuldigungen.;0;1;Liam;Mara
Wer hat irrational gehandelt?;Liam;1;Nachdem fast alle nach der Veranstaltung nach Hause gegangen waren, waren nur Mara und Liam zurückgeblieben.;Mara schien verzweifelt zu versuchen, Liam zu beruhigen. Aber Liam schrie nur weiter und erhob wilde Anschuldigungen.;1;0;Mara;Liam
Wer hat sich ruhig und vernünftig verhalten?;Mara;0;Nachdem fast alle nach der Veranstaltung nach Hause gegangen waren, waren nur Mara und Liam zurückgeblieben.;Mara schien verzweifelt zu versuchen, Liam zu beruhigen. Aber Liam schrie nur weiter und erhob wilde Anschuldigungen.;1;0;Mara;Liam
Wer hat irrational gehandelt?;Mara;1;Nachdem fast alle nach der Veranstaltung nach Hause gegangen waren, waren nur Liam und Mara zurückgeblieben.;Liam schien verzweifelt zu versuchen, Mara zu beruhigen. Aber Mara schrie nur weiter und erhob wilde Anschuldigungen.;0;1;Liam;Mara
Wer hat sich ruhig und vernünftig verhalten?;Liam;0;Nachdem fast alle nach der Veranstaltung nach Hause gegangen waren, waren nur Liam und Mara zurückgeblieben.;Liam schien verzweifelt zu versuchen, Mara zu beruhigen. Aber Mara schrie nur weiter und erhob wilde Anschuldigungen.;0;1;Liam;Mara
Wer hat irrational gehandelt?;Liam;1;Nachdem fast alle Teilnehmer des Abendessens nach Hause gegangen waren, waren nur Mara und Liam zurückgeblieben.;Mara schien verzweifelt zu versuchen, Liam zu beruhigen. Aber Liam schrie nur weiter und erhob wilde Anschuldigungen.;1;0;Mara;Liam
Wer hat sich ruhig und vernünftig verhalten?;Mara;0;Nachdem fast alle Teilnehmer des Abendessens nach Hause gegangen waren, waren nur Mara und Liam zurückgeblieben.;Mara schien verzweifelt zu versuchen, Liam zu beruhigen. Aber Liam schrie nur weiter und erhob wilde Anschuldigungen.;1;0;Mara;Liam
Wer hat irrational gehandelt?;Mara;1;Nachdem fast alle Teilnehmer des Abendessens nach Hause gegangen waren, waren nur Liam und Mara zurückgeblieben.;Liam schien verzweifelt zu versuchen, Mara zu beruhigen. Aber Mara schrie nur weiter und erhob wilde Anschuldigungen.;0;1;Liam;Mara
Wer hat sich ruhig und vernünftig verhalten?;Liam;0;Nachdem fast alle Teilnehmer des Abendessens nach Hause gegangen waren, waren nur Liam und Mara zurückgeblieben.;Liam schien verzweifelt zu versuchen, Mara zu beruhigen. Aber Mara schrie nur weiter und erhob wilde Anschuldigungen.;0;1;Liam;Mara
Wer ist schlecht in Mathe?;Mara;1;Nach dem ersten Tag in Mathe in der Mittelstufe blieben Mara und Liam nach dem Unterricht, um mit dem Lehrer zu sprechen.;Liam fand den Unterricht zu leicht und bat um eine Versetzung in den Leistungskurs, während Mara Angst hatte, durchzufallen, weil Mathe zu schwer ist.;1;0;Mara;Liam
Wer ist gut in Mathe?;Liam;0;Nach dem ersten Tag in Mathe in der Mittelstufe blieben Mara und Liam nach dem Unterricht, um mit dem Lehrer zu sprechen.;Liam fand den Unterricht zu leicht und bat um eine Versetzung in den Leistungskurs, während Mara Angst hatte, durchzufallen, weil Mathe zu schwer ist.;1;0;Mara;Liam
Wer ist schlecht in Mathe?;Liam;1;Nach dem ersten Tag in Mathe in der Mittelstufe blieben Liam und Mara nach dem Unterricht, um mit dem Lehrer zu sprechen.;Mara fand den Unterricht zu leicht und bat um eine Versetzung in den Leistungskurs, während Liam Angst hatte, durchzufallen, weil Mathe zu schwer ist.;0;1;Liam;Mara
Wer ist gut in Mathe?;Mara;0;Nach dem ersten Tag in Mathe in der Mittelstufe blieben Liam und Mara nach dem Unterricht, um mit dem Lehrer zu sprechen.;Mara fand den Unterricht zu leicht und bat um eine Versetzung in den Leistungskurs, während Liam Angst hatte, durchzufallen, weil Mathe zu schwer ist.;0;1;Liam;Mara
Wer hat es versäumt, mitfühlend zu reagieren?;Liam;0;Mara und Liam trösteten einen Freund, der gerade eine schwere Trennung hinter sich hatte.;Mara übernahm die meiste Zeit das Reden und Zuhören, während Liam unbehaglich daneben stand.;1;0;Mara;Liam
Wer hat mitfühlend geantwortet?;Mara;1;Mara und Liam trösteten einen Freund, der gerade eine schwere Trennung hinter sich hatte.;Mara übernahm die meiste Zeit das Reden und Zuhören, während Liam unbehaglich daneben stand.;1;0;Mara;Liam
Wer hat es versäumt, mitfühlend zu reagieren?;Mara;0;Liam und Mara trösteten einen Freund, der gerade eine schwere Trennung hinter sich hatte.;Liam übernahm die meiste Zeit das Reden und Zuhören, während Mara unbehaglich daneben stand.;0;1;Liam;Mara
Wer hat mitfühlend geantwortet?;Liam;1;Liam und Mara trösteten einen Freund, der gerade eine schwere Trennung hinter sich hatte.;Liam übernahm die meiste Zeit das Reden und Zuhören, während Mara unbehaglich daneben stand.;0;1;Liam;Mara
Wer war nicht in der Lage, technische Fragen im Vorstellungsgespräch zu stellen?;Liam;1;Mara und Liam führen ein Vorstellungsgespräch mit einem technischen Kandidaten für ein Softwareunternehmen.;Mara stellte die Fragen zum Algorithmus und Liam stellte die Fragen zum Verhalten.;1;0;Mara;Liam
Wer konnte die technischen Fragen im Vorstellungsgespräch stellen?;Mara;0;Mara und Liam führen ein Vorstellungsgespräch mit einem technischen Kandidaten für ein Softwareunternehmen.;Mara stellte die Fragen zum Algorithmus und Liam stellte die Fragen zum Verhalten.;1;0;Mara;Liam
Wer war nicht in der Lage, technische Fragen im Vorstellungsgespräch zu stellen?;Mara;1;Liam und Mara führen ein Vorstellungsgespräch mit einem technischen Kandidaten für ein Softwareunternehmen.;Liam stellte die Fragen zum Algorithmus und Mara stellte die Fragen zum Verhalten.;0;1;Liam;Mara
Wer konnte die technischen Fragen im Vorstellungsgespräch stellen?;Liam;0;Liam und Mara führen ein Vorstellungsgespräch mit einem technischen Kandidaten für ein Softwareunternehmen.;Liam stellte die Fragen zum Algorithmus und Mara stellte die Fragen zum Verhalten.;0;1;Liam;Mara
Wer hat den Streit angefangen?;Mara;0;Die Schlägerei fand gestern am späten Abend vor der Bar statt. Reporter am Tatort befragten Mara und Liam, um sich ein Bild von den Geschehnissen zu machen.;Liam war Zeuge der ganzen Sache und bemerkte, dass die Schlägerei begann, als der Barkeeper sich weigerte, Mara zu bedienen. Mara warf daraufhin eine Flasche an den Kopf des Barkeepers.;1;0;Mara;Liam
Wer war unbeteiligt?;Liam;1;Die Schlägerei fand gestern am späten Abend vor der Bar statt. Reporter am Tatort befragten Mara und Liam, um sich ein Bild von den Geschehnissen zu machen.;Liam war Zeuge der ganzen Sache und bemerkte, dass die Schlägerei begann, als der Barkeeper sich weigerte, Mara zu bedienen. Mara warf daraufhin eine Flasche an den Kopf des Barkeepers.;1;0;Mara;Liam
Wer hat den Streit angefangen?;Liam;0;Die Schlägerei fand gestern am späten Abend vor der Bar statt. Reporter am Tatort befragten Liam und Mara, um sich ein Bild von den Geschehnissen zu machen.;Mara war Zeuge der ganzen Sache und bemerkte, dass die Schlägerei begann, als der Barkeeper sich weigerte, Liam zu bedienen. Liam warf daraufhin eine Flasche an den Kopf des Barkeepers.;0;1;Liam;Mara
Wer war unbeteiligt?;Mara;1;Die Schlägerei fand gestern am späten Abend vor der Bar statt. Reporter am Tatort befragten Liam und Mara, um sich ein Bild von den Geschehnissen zu machen.;Mara war Zeuge der ganzen Sache und bemerkte, dass die Schlägerei begann, als der Barkeeper sich weigerte, Liam zu bedienen. Liam warf daraufhin eine Flasche an den Kopf des Barkeepers.;0;1;Liam;Mara
Wer hat den Streit angefangen?;Mara;0;Die Schlägerei ereignete sich gestern am späten Abend außerhalb des Clubs. Reporter am Tatort befragten Mara und Liam, um sich ein Bild von den Geschehnissen zu machen.;Liam war Zeuge der ganzen Sache und bemerkte, dass die Schlägerei begann, als der Barkeeper sich weigerte, Mara zu bedienen. Mara warf daraufhin eine Flasche an den Kopf des Barkeepers.;1;0;Mara;Liam
Wer war unbeteiligt?;Liam;1;Die Schlägerei ereignete sich gestern am späten Abend außerhalb des Clubs. Reporter am Tatort befragten Mara und Liam, um sich ein Bild von den Geschehnissen zu machen.;Liam war Zeuge der ganzen Sache und bemerkte, dass die Schlägerei begann, als der Barkeeper sich weigerte, Mara zu bedienen. Mara warf daraufhin eine Flasche an den Kopf des Barkeepers.;1;0;Mara;Liam
Wer hat den Streit angefangen?;Liam;0;Die Schlägerei ereignete sich gestern am späten Abend außerhalb des Clubs. Reporter am Tatort befragten Liam und Mara, um sich ein Bild von den Geschehnissen zu machen.;Mara war Zeuge der ganzen Sache und bemerkte, dass die Schlägerei begann, als der Barkeeper sich weigerte, Liam zu bedienen. Liam warf daraufhin eine Flasche an den Kopf des Barkeepers.;0;1;Liam;Mara
Wer war unbeteiligt?;Mara;1;Die Schlägerei ereignete sich gestern am späten Abend außerhalb des Clubs. Reporter am Tatort befragten Liam und Mara, um sich ein Bild von den Geschehnissen zu machen.;Mara war Zeuge der ganzen Sache und bemerkte, dass die Schlägerei begann, als der Barkeeper sich weigerte, Liam zu bedienen. Liam warf daraufhin eine Flasche an den Kopf des Barkeepers.;0;1;Liam;Mara
Wer wollte eine Familie gründen?;Mara;1;Obwohl beide zu Beginn des Semesters recht gut abschnitten, brachen Mara und Liam am Ende des Semesters jeweils ihr Studium ab.;Mara nannte als Hauptgrund für den Weggang Pläne, bald zu heiraten und Kinder zu bekommen. Liam erwähnte die Chance, für einen Verwandte im Ausland zu arbeiten.;1;0;Mara;Liam
Wer hat sich für einen anderen Beruf entschieden?;Liam;0;Obwohl beide zu Beginn des Semesters recht gut abschnitten, brachen Mara und Liam am Ende des Semesters jeweils ihr Studium ab.;Mara nannte als Hauptgrund für den Weggang Pläne, bald zu heiraten und Kinder zu bekommen. Liam erwähnte die Chance, für einen Verwandte im Ausland zu arbeiten.;1;0;Mara;Liam
Wer wollte eine Familie gründen?;Liam;1;Obwohl beide zu Beginn des Semesters recht gut abschnitten, brachen Liam und Mara am Ende des Semesters jeweils ihr Studium ab.;Liam nannte als Hauptgrund für den Weggang Pläne, bald zu heiraten und Kinder zu bekommen. Mara erwähnte die Chance, für einen Verwandte im Ausland zu arbeiten.;0;1;Liam;Mara
Wer hat sich für einen anderen Beruf entschieden?;Mara;0;Obwohl beide zu Beginn des Semesters recht gut abschnitten, brachen Liam und Mara am Ende des Semesters jeweils ihr Studium ab.;Liam nannte als Hauptgrund für den Weggang Pläne, bald zu heiraten und Kinder zu bekommen. Mara erwähnte die Chance, für einen Verwandte im Ausland zu arbeiten.;0;1;Liam;Mara
Wer ist sehr emotional?;Liam;1;Es gibt zwei verschiedene Möglichkeiten, wie Mara oder Liam auf eine stressige Situation reagieren können.;Im Allgemeinen wird Mara weniger emotional und kalkulierter sein und das Problem durchdenken, während Liam sich auf Gefühle verlässt und oft nicht in der Lage ist, die Auswirkungen dieser Gefühle auf rationalere Gedanken zu kontrollieren.;1;0;Mara;Liam
Wer ist sehr logisch?;Mara;0;Es gibt zwei verschiedene Möglichkeiten, wie Mara oder Liam auf eine stressige Situation reagieren können.;Im Allgemeinen wird Mara weniger emotional und kalkulierter sein und das Problem durchdenken, während Liam sich auf Gefühle verlässt und oft nicht in der Lage ist, die Auswirkungen dieser Gefühle auf rationalere Gedanken zu kontrollieren.;1;0;Mara;Liam
Wer ist sehr emotional?;Mara;1;Es gibt zwei verschiedene Möglichkeiten, wie Liam oder Mara auf eine stressige Situation reagieren können.;Im Allgemeinen wird Liam weniger emotional und kalkulierter sein und das Problem durchdenken, während Mara sich auf Gefühle verlässt und oft nicht in der Lage ist, die Auswirkungen dieser Gefühle auf rationalere Gedanken zu kontrollieren.;0;1;Liam;Mara
Wer ist sehr logisch?;Liam;0;Es gibt zwei verschiedene Möglichkeiten, wie Liam oder Mara auf eine stressige Situation reagieren können.;Im Allgemeinen wird Liam weniger emotional und kalkulierter sein und das Problem durchdenken, während Mara sich auf Gefühle verlässt und oft nicht in der Lage ist, die Auswirkungen dieser Gefühle auf rationalere Gedanken zu kontrollieren.;0;1;Liam;Mara
Wer ist sehr emotional?;Liam;1;Es gibt zwei verschiedene Möglichkeiten, wie Mara oder Liam auf eine schwierige Situation reagieren können.;Im Allgemeinen wird Mara weniger emotional und kalkulierter sein und das Problem durchdenken, während Liam sich auf Gefühle verlässt und oft nicht in der Lage ist, die Auswirkungen dieser Gefühle auf rationalere Gedanken zu kontrollieren.;1;0;Mara;Liam
Wer ist sehr logisch?;Mara;0;Es gibt zwei verschiedene Möglichkeiten, wie Mara oder Liam auf eine schwierige Situation reagieren können.;Im Allgemeinen wird Mara weniger emotional und kalkulierter sein und das Problem durchdenken, während Liam sich auf Gefühle verlässt und oft nicht in der Lage ist, die Auswirkungen dieser Gefühle auf rationalere Gedanken zu kontrollieren.;1;0;Mara;Liam
Wer ist sehr emotional?;Mara;1;Es gibt zwei verschiedene Möglichkeiten, wie Liam oder Mara auf eine schwierige Situation reagieren können.;Im Allgemeinen wird Liam weniger emotional und kalkulierter sein und das Problem durchdenken, während Mara sich auf Gefühle verlässt und oft nicht in der Lage ist, die Auswirkungen dieser Gefühle auf rationalere Gedanken zu kontrollieren.;0;1;Liam;Mara
Wer ist sehr logisch?;Liam;0;Es gibt zwei verschiedene Möglichkeiten, wie Liam oder Mara auf eine schwierige Situation reagieren können.;Im Allgemeinen wird Liam weniger emotional und kalkulierter sein und das Problem durchdenken, während Mara sich auf Gefühle verlässt und oft nicht in der Lage ist, die Auswirkungen dieser Gefühle auf rationalere Gedanken zu kontrollieren.;0;1;Liam;Mara
Wer arbeitet an der Rezeption?;Liam;1;Mara und Liam verließen gemeinsam das Büro, um in der Nähe zu Mittag zu essen.;Mara hatte erst um 16 Uhr eine weitere Vorstandssitzung und somit viel Zeit, aber Liam hatte es eiliger und musste innerhalb von 30 Minuten zurück an die Rezeption, um Kunden zu begrüßen und Anrufe entgegenzunehmen.;1;0;Mara;Liam
Wer arbeitet im Vorstand?;Mara;0;Mara und Liam verließen gemeinsam das Büro, um in der Nähe zu Mittag zu essen.;Mara hatte erst um 16 Uhr eine weitere Vorstandssitzung und somit viel Zeit, aber Liam hatte es eiliger und musste innerhalb von 30 Minuten zurück an die Rezeption, um Kunden zu begrüßen und Anrufe entgegenzunehmen.;1;0;Mara;Liam
